0.79221,0.71893,0.84289
0.64032,0.87605,1.4013
0.46893,1.066,0.41631
2.1083,1.1481,0.67614
2.7281,0.99518,0.06657
0.91711,0.45227,0.7423
1.0222,0.65491,0.91458
1.2278,0.64687,1.2498
1.4802,0.69391,1.5548
1.9073,0.4333,1.1033
1.075,0.16066,0.29381
1.235,0.39477,0.47181
1.3697,0.41071,0.72882
1.5448,0.22502,1.2369
1.7666,0.21482,1.2073
2.0067,0.077453,1.4139
2.395,0.096606,0.29565
1.132,0.048012,0.33412
1.2644,0.057272,0.31829
1.3653,0.066489,0.52991
1.5149,-0.063485,0.66891
1.6723,-0.095755,0.74215
1.9465,-0.10832,0.76074
2.2547,-0.21776,0.68827
1.2385,-0.143,0.16341
1.2821,-0.17371,0.15101
1.4581,-0.23853,0.39144
1.6177,-0.26123,0.32184
1.8726,-0.29354,0.46425
2.0631,-0.5034,0.7155
-0.79221,0.71893,-0.84289
-0.64032,0.87605,-1.4013
-0.46893,1.066,-0.41631
-2.1083,1.1481,-0.67614
-2.7281,0.99518,-0.06657
-0.91711,0.45227,-0.7423
-1.0222,0.65491,-0.91458
-1.2278,0.64687,-1.2498
-1.4802,0.69391,-1.5548
-1.9073,0.4333,-1.1033
-1.075,0.16066,-0.29381
-1.235,0.39477,-0.47181
-1.3697,0.41071,-0.72882
-1.5448,0.22502,-1.2369
-1.7666,0.21482,-1.2073
-2.0067,0.077453,-1.4139
-2.395,0.096606,-0.29565
-1.132,0.048012,-0.33412
-1.2644,0.057272,-0.31829
-1.3653,0.066489,-0.52991
-1.5149,-0.063485,-0.66891
-1.6723,-0.095755,-0.74215
-1.9465,-0.10832,-0.76074
-2.2547,-0.21776,-0.68827
-1.2385,-0.143,-0.16341
-1.2821,-0.17371,-0.15101
-1.4581,-0.23853,-0.39144
-1.6177,-0.26123,-0.32184
-1.8726,-0.29354,-0.46425
-2.0631,-0.5034,-0.7155
